,type,price,beds,bath,propertysqft,locality,sublocality,latitude,longitude,borough,zip_code,broker_name
2369,Condo for sale,5925000,3,4.0,2539.0,Kings County,Brooklyn,40.7022,-73.99084,Brooklyn,11201,Douglas Elliman
2370,Co-op for sale,255000,1,1.0,2184.2078,New York,Queens County,40.75556,-73.73167,Other,11362,Other
2371,House for sale,2095000,4,4.0,3223.0,New York,Queens County,40.720036,-73.800705,Queens,11432,Other
2372,House for sale,10250000,7,6.0,5200.0,New York,New York County,40.78548,-73.95286,Manhattan,10128,Nest Seekers International
2373,Co-op for sale,750000,1,1.0,2184.2078,Kings County,Brooklyn,40.688026,-73.99501,Brooklyn,11201,Corcoran
2374,Townhouse for sale,2999000,9,8.0,5560.0,New York,New York County,40.805233,-73.940735,Manhattan,10035,Brown Harris Stevens
2375,Co-op for sale,199000,3,1.0,650.0,Kings County,Brooklyn,40.644985,-73.97384,Brooklyn,11218,RE/MAX
2376,Multi-family home for sale,1250000,7,3.0,1800.0,New York,Kings County,40.58761,-73.969894,Brooklyn,11223,E Realty International
2377,Co-op for sale,2425000,2,2.0,1300.0,New York County,New York,40.731873,-73.992134,Manhattan,10003,Brown Harris Stevens
2378,Co-op for sale,2500000,5,6.0,3860.0,New York,New York County,40.752483,-73.96546,Manhattan,10017,Brown Harris Stevens
2379,Co-op for sale,3499000,6,8.0,6000.0,New York,New York County,40.76987,-73.96114,Manhattan,10021,COMPASS
2380,Co-op for sale,649000,1,2.0,1000.0,New York,New York County,40.755627,-73.96147,Manhattan,10022,Brown Harris Stevens
2381,Multi-family home for sale,998500,3,2.0,2184.2078,New York,Kings County,40.647682,-73.951935,Brooklyn,11226,Other
2382,Multi-family home for sale,765000,4,2.0,1152.0,New York,Bronx County,40.88473,-73.85636,Bronx,10466,eXp Realty
2383,Condo for sale,599000,2,2.0,705.0,Queens County,Queens,40.74945,-73.87787,Queens,11372,B Square Realty
2384,Condo for sale,11500000,5,5.0,5276.0,New York,New York County,40.719883,-74.00338,Manhattan,10013,Brown Harris Stevens
2385,Co-op for sale,595000,1,2.0,2184.2078,New York County,New York,40.761642,-73.97022,Manhattan,10022,Douglas Elliman
2386,Co-op for sale,675000,1,1.0,2184.2078,New York County,New York,40.795784,-73.94981,Manhattan,10029,Brown Harris Stevens
2387,Multi-family home for sale,949000,8,3.0,3500.0,New York,Richmond County,40.644527,-74.09139,Staten Island,10301,Robert DeFalco Realty
2388,Condo for sale,729000,2,2.0,950.0,Queens County,Queens,40.76501,-73.81677,Queens,11354,Other
2389,Co-op for sale,399999,2,1.0,2184.2078,Queens County,Queens,40.70479,-73.83446,Other,11415,Other
2390,Co-op for sale,397000,2,1.0,1000.0,Queens County,Queens,40.738174,-73.878525,Queens,11373,Winzone Realty
2391,Townhouse for sale,950000,2,1.0,1800.0,New York,Kings County,40.659454,-73.99759,Brooklyn,11232,"Homes R Us Realty of NY, Inc."
2392,Condo for sale,3995000,4,3.0,2578.0,New York County,New York,40.76557,-73.97956,Manhattan,10019,Sotheby's International Realty
2393,Co-op for sale,599000,1,1.0,780.0,Brooklyn,Fort Hamilton,40.623074,-74.040344,Brooklyn,11209,Other
2394,Condo for sale,1999999,4,3.0,2729.0,New York County,New York,40.706913,-74.008575,Manhattan,10005,Douglas Elliman
2395,Co-op for sale,3370000,2,2.0,2184.2078,New York County,New York,40.73214,-73.9948,Manhattan,10003,Corcoran
2396,Townhouse for sale,6995000,4,5.0,4187.0,New York,Kings County,40.68942,-73.99771,Brooklyn,11201,"Garfield, Leslie J. & Co., Inc."
2397,House for sale,1598000,4,4.0,2184.2078,New York,Queens County,40.739216,-73.830124,Queens,11367,Other
2398,Condo for sale,699000,2,2.0,1030.0,Queens County,Queens,40.762756,-73.81687,Queens,11354,Other
2399,Co-op for sale,265000,3,1.0,650.0,Kings County,Brooklyn,40.575733,-73.96793,Brooklyn,11235,eXp Realty
2400,House for sale,1699000,5,3.0,2488.0,New York,Kings County,40.57862,-73.95158,Brooklyn,11235,Other
2401,Condo for sale,1086300,2,1.0,780.0,New York County,New York,40.78478,-73.97785,Manhattan,10024,REALHome Services & Solutions
2402,Multi-family home for sale,859000,6,4.0,2820.0,New York,Bronx County,40.850067,-73.88566,Bronx,10457,E Realty International
2403,House for sale,945000,2,2.0,2184.2078,New York,Queens County,40.71548,-73.88622,Other,11379,Keller Williams
2404,Condo for sale,549000,2,2.0,2184.2078,Bronx County,The Bronx,40.84822,-73.90432,Bronx,10457,Corcoran
2405,Multi-family home for sale,969999,6,4.0,2184.2078,New York,Bronx County,40.887363,-73.832146,Bronx,10466,Other
2406,House for sale,1649000,8,3.0,2184.2078,New York,Kings County,40.658344,-73.95838,Brooklyn,11225,Other
2407,Condo for sale,2800000,2,2.0,1412.0,New York,Manhattan,40.765247,-73.98248,Manhattan,10019,Corcoran
2408,Co-op for sale,449000,2,1.0,2184.2078,New York County,New York,40.781067,-73.954926,Manhattan,10128,Other
2409,Co-op for sale,294500,1,1.0,2184.2078,Queens County,Queens,40.750507,-73.88513,Queens,11372,Other
2410,Multi-family home for sale,990000,8,4.0,3120.0,New York,Bronx County,40.81824,-73.88631,Bronx,10474,Voro Llc
2411,House for sale,314000,2,1.0,847.0,New York,Richmond County,40.639683,-74.165276,Staten Island,10303,Other
2412,Co-op for sale,208000,3,1.0,2184.2078,Queens County,Queens,40.717068,-73.833244,Other,11375,Other
2413,Co-op for sale,169900,2,1.0,900.0,Bronx County,The Bronx,40.836353,-73.865036,Bronx,10460,Keller Williams
2414,Co-op for sale,235000,1,1.0,2184.2078,Queens County,Queens,40.726784,-73.85878,Queens,11374,RE/MAX
2415,Co-op for sale,278000,1,1.0,2184.2078,Queens County,The Bronx,40.71193,-73.82636,Other,11415,NoBroker
2416,Co-op for sale,6400000,3,4.0,2184.2078,New York County,New York,40.77376,-73.964455,Manhattan,10021,Sotheby's International Realty
2417,Co-op for sale,385000,2,1.0,920.0,Queens County,Queens,40.732536,-73.86015,Queens,11374,Other
2418,Co-op for sale,250000,1,1.0,750.0,Kings County,Brooklyn,40.598675,-73.93255,Brooklyn,11229,Keller Williams
2419,Multi-family home for sale,1849000,6,3.0,2184.2078,New York,Queens County,40.768898,-73.77525,Other,11361,eXp Realty
2420,House for sale,449500,3,2.0,2184.2078,New York,Bronx County,40.81126,-73.85553,Bronx,10473,Other
2421,Multi-family home for sale,1250000,5,2.0,2184.2078,New York,Queens County,40.732445,-73.87604,Queens,11373,B Square Realty
2422,House for sale,1099000,7,3.0,2322.0,New York,Kings County,40.64385,-73.90165,Brooklyn,11236,Coldwell Banker
2423,House for sale,1900000,4,2.0,1400.0,New York,Queens County,40.72302,-73.823166,Queens,11367,Other
2424,Condo for sale,2500000,2,2.0,1250.0,New York,New York County,40.757854,-73.99233,Manhattan,10036,Douglas Elliman
2425,House for sale,1288000,3,3.0,1696.0,New York,Queens County,40.788704,-73.84908,Other,11356,Century Homes Realty Group LLC
2426,Co-op for sale,1150000,1,1.0,2184.2078,New York County,New York,40.771732,-73.97972,Manhattan,10023,Corcoran
2427,Condo for sale,825000,3,2.0,2184.2078,Queens County,Queens,40.7408,-73.90213,Queens,11377,Charles Rutenberg Realty Inc
2428,Townhouse for sale,4195000,5,4.0,2184.2078,New York,Kings County,40.68479,-73.96591,Brooklyn,11238,Corcoran
2429,Condo for sale,875000,2,1.0,922.0,New York,Kings County,40.696598,-73.90717,Brooklyn,11237,Douglas Elliman
2430,Co-op for sale,297000,1,1.0,2184.2078,New York,Kings County,40.60136,-74.007355,Brooklyn,11214,Douglas Elliman
2431,Condo for sale,485000,1,1.0,575.0,Queens County,Queens,40.724533,-73.86969,Queens,11374,Other
2432,Co-op for sale,230000,2,1.0,800.0,Bronx County,The Bronx,40.911774,-73.90244,Bronx,10471,RE/MAX
2433,House for sale,629000,4,2.0,2184.2078,New York,Bronx County,40.88072,-73.844536,Bronx,10466,Other
2434,Multi-family home for sale,1200000,5,2.0,2184.2078,New York,Richmond County,40.540413,-74.19572,Staten Island,10312,Charles Rutenberg Realty Inc
2435,Townhouse for sale,7550000,5,5.0,2184.2078,New York,New York County,40.734867,-74.002365,Manhattan,10014,Douglas Elliman
2436,Co-op for sale,299000,1,1.0,2184.2078,Queens County,Queens,40.760777,-73.81971,Queens,11355,Other
2437,Multi-family home for sale,2200000,6,6.0,2184.2078,New York,Queens County,40.710175,-73.89954,Other,11385,Other
2438,Condo for sale,465000,2,2.0,708.0,Queens County,Queens,40.75112,-73.86145,Other,11368,Century Homes Realty Group LLC
2439,Co-op for sale,278000,1,1.0,750.0,Queens County,Queens,40.730637,-73.82768,Queens,11367,Keller Williams
2440,Condo for sale,685000,2,2.0,2184.2078,Queens County,Queens,40.73322,-73.84487,Other,11375,RE/MAX
2441,Co-op for sale,4500000,2,2.0,1800.0,New York County,New York,40.77277,-73.97877,Manhattan,10023,Corcoran
2442,Multi-family home for sale,779000,3,2.0,1540.0,New York,Kings County,40.594936,-73.93478,Brooklyn,11229,Other
2443,House for sale,640000,3,2.0,1224.0,New York,Bronx County,40.872906,-73.859665,Bronx,10469,Sotheby's International Realty
2444,Co-op for sale,449000,2,2.0,1200.0,Queens County,Queens,40.78126,-73.77457,Other,11360,East Coast REALTORS Inc
2445,Co-op for sale,1100000,2,1.0,2184.2078,Kings County,Brooklyn,40.663486,-73.98073,Brooklyn,11215,COMPASS
2446,Condo for sale,1899000,3,2.0,1900.0,Kings County,Brooklyn,40.576397,-73.957565,Brooklyn,11235,Other
2447,House for sale,599900,3,2.0,1204.0,New York,Richmond County,40.546608,-74.140686,Staten Island,10308,Other
2448,House for sale,739000,2,2.0,1473.0,New York,Kings County,40.62418,-73.93757,Brooklyn,11210,Other
2449,Condo for sale,7995000,3,4.0,2184.2078,New York County,New York,40.774506,-73.98143,Manhattan,10023,Douglas Elliman
2450,Co-op for sale,1425000,2,2.0,2184.2078,New York County,New York,40.72617,-74.00139,Manhattan,10012,COMPASS
2451,Multi-family home for sale,749000,4,2.0,2184.2078,New York,Queens County,40.73698,-73.81404,Queens,11367,Century Homes Realty Group LLC
2452,Condo for sale,548000,1,1.0,950.0,Queens County,Queens,40.76267,-73.81914,Queens,11354,Other
2453,Condo for sale,950000,1,1.0,560.0,New York,New York County,40.75643,-73.966095,Manhattan,10022,Sotheby's International Realty
2454,Co-op for sale,1460000,2,2.0,2184.2078,New York County,New York,40.78121,-73.95704,Manhattan,10128,Brown Harris Stevens
2455,Co-op for sale,269000,3,1.0,2184.2078,Queens County,Queens,40.759293,-73.82039,Queens,11355,Other
2456,Condo for sale,1695000,1,2.0,1072.0,New York,Kings County,40.702034,-73.98991,Brooklyn,11201,Corcoran
2457,Co-op for sale,155000,3,1.0,2184.2078,Kings County,Brooklyn,40.629906,-73.92659,Brooklyn,11234,COMPASS
2458,Co-op for sale,449000,2,1.0,764.0,Queens County,Queens,40.752686,-73.71667,Other,11004,COMPASS
2459,Multi-family home for sale,938000,5,3.0,1890.0,United States,New York,40.606567,-73.941345,Brooklyn,11229,Other
2460,House for sale,690000,2,2.0,1500.0,New York,Kings County,40.634224,-73.926834,Brooklyn,11234,Other
2461,Co-op for sale,795000,2,1.0,2184.2078,Kings County,Brooklyn,40.65446,-73.974464,Brooklyn,11218,Serhant
2462,Co-op for sale,300000,2,1.0,800.0,Kings County,Brooklyn,40.58602,-73.966835,Brooklyn,11235,Other
2463,Condo for sale,1100000,2,2.0,2184.2078,New York County,New York,40.76305,-73.97762,Manhattan,10019,Corcoran
2464,Condo for sale,5000000,2,2.0,1780.0,New York County,New York,40.75921,-73.97609,Manhattan,10022,Douglas Elliman
2465,House for sale,2500000,8,4.0,6425.0,New York,Kings County,40.69609,-73.93495,Brooklyn,11221,Douglas Elliman
2466,Condo for sale,425000,1,1.0,603.0,Kings County,Brooklyn,40.636005,-73.97165,Brooklyn,11218,COMPASS
2467,Co-op for sale,280000,3,1.0,2184.2078,New York,New York County,40.74868,-73.970535,Manhattan,10017,COMPASS
2468,House for sale,1149000,3,2.0,1660.0,New York,Kings County,40.60932,-73.94487,Brooklyn,11229,RE/MAX
2469,Co-op for sale,410000,2,2.0,2184.2078,Queens County,Queens,40.72032,-73.84052,Other,11375,Other
2470,Co-op for sale,268000,1,1.0,660.0,Queens County,Queens,40.773968,-73.82779,Queens,11354,Other
2471,Co-op for sale,6000000,4,4.0,2184.2078,New York County,New York,40.762554,-73.97038,Manhattan,10022,Brown Harris Stevens
2472,Co-op for sale,4650000,3,3.0,2184.2078,New York,New York County,40.766125,-73.97791,Manhattan,10019,Sotheby's International Realty
2473,House for sale,24500000,6,8.0,8400.0,New York,New York County,40.767563,-73.96766,Manhattan,10065,Corcoran
2474,Condo for sale,660000,2,2.0,970.0,Queens County,Queens,40.737694,-73.880356,Queens,11373,Other
2475,House for sale,465000,2,2.0,1048.0,New York,Richmond County,40.563637,-74.10097,Staten Island,10306,Other
2476,Condo for sale,1175000,2,2.0,1072.0,New York County,New York,40.708103,-74.00748,Manhattan,10038,Nest Seekers International
2477,House for sale,1078000,3,2.0,1260.0,New York,Queens County,40.742157,-73.819115,Queens,11355,Century 21
2478,Co-op for sale,349000,1,1.0,652.0,Kings County,Brooklyn,40.625996,-74.03231,Brooklyn,11209,Other
2479,Co-op for sale,269995,1,1.0,2184.2078,Queens County,Queens,40.737923,-73.84707,Other,11375,eXp Realty
2480,Multi-family home for sale,1590000,7,4.0,1739.0,United States,New York,40.585976,-73.98696,Brooklyn,11214,RE/MAX
2481,Multi-family home for sale,6999000,6,3.0,2184.2078,New York,Kings County,40.697796,-73.99586,Brooklyn,11201,Corcoran
2482,Co-op for sale,1398000,4,2.0,2184.2078,New York,New York County,40.714787,-73.98098,Other,10002,Other
2483,House for sale,750000,3,2.0,1868.0,New York,Kings County,40.63593,-73.94098,Other,11203,Other
2484,Co-op for sale,629000,1,1.0,2184.2078,New York,Manhattan,40.804882,-73.96673,Manhattan,10025,Other
2485,House for sale,1150000,3,2.0,1280.0,New York,Kings County,40.619377,-73.97177,Brooklyn,11204,Century 21
2486,House for sale,12500000,4,6.0,7500.0,New York,New York County,40.72737,-73.987076,Manhattan,10003,Douglas Elliman
2487,House for sale,699900,3,2.0,1420.0,New York,Richmond County,40.598698,-74.13183,Staten Island,10314,Century 21
2488,Co-op for sale,519000,2,2.0,1079.0,Queens County,Queens,40.72032,-73.84052,Other,11375,Other
2489,Co-op for sale,279000,1,1.0,2184.2078,New York,Queens County,40.737923,-73.84707,Other,11375,Other
2490,Multi-family home for sale,1325000,6,4.0,2184.2078,New York,Queens County,40.76354,-73.86288,Other,11369,Other
2491,House for sale,635000,4,2.0,1684.0,New York,Richmond County,40.53079,-74.221794,Staten Island,10309,Other
2492,Co-op for sale,199000,1,1.0,600.0,Queens County,Queens,40.708557,-73.827995,Other,11415,Other
2493,Co-op for sale,550000,2,2.0,1012.0,New York County,New York,40.79863,-73.93511,Manhattan,10035,COMPASS
2494,Co-op for sale,518000,3,2.0,2184.2078,Queens County,Queens,40.7568,-73.87366,Queens,11372,Charles Rutenberg Realty Inc
2495,Townhouse for sale,26000000,8,6.0,10940.0,New York,New York County,40.76887,-73.96787,Manhattan,10065,Serhant
2496,Condo for sale,1250000,2,2.0,1057.0,New York,Kings County,40.66555,-73.99222,Brooklyn,11215,Brown Harris Stevens
2497,Townhouse for sale,8750000,3,4.0,4275.0,New York,New York County,40.782986,-73.95356,Manhattan,10128,Douglas Elliman
2498,Condo for sale,1465000,2,1.0,1107.0,Kings County,Brooklyn,40.721397,-73.94309,Brooklyn,11222,Serhant
2499,Co-op for sale,278000,1,1.0,2184.2078,Queens County,Queens,40.74392,-73.899284,Queens,11377,Voro Llc
2500,Co-op for sale,469000,2,1.0,2184.2078,Queens County,Queens,40.762398,-73.932175,Queens,11106,COMPASS
2501,Co-op for sale,225000,1,1.0,2184.2078,Queens County,Queens,40.76671,-73.78272,Other,11361,Other
2502,Multi-family home for sale,1100000,4,3.0,3664.0,New York,Bronx County,40.838913,-73.88264,Bronx,10460,RE/MAX
2503,Multi-family home for sale,1960000,8,7.0,2184.2078,New York,Queens County,40.728683,-73.80658,Other,11365,E Realty International
2504,Multi-family home for sale,949000,5,3.0,2184.2078,New York,Kings County,40.629025,-73.933075,Brooklyn,11234,Coldwell Banker
2505,Multi-family home for sale,799000,4,2.0,1716.0,New York,Kings County,40.577847,-73.967094,Brooklyn,11235,Other
2506,House for sale,699000,3,3.0,1280.0,New York,Kings County,40.587772,-73.9253,Brooklyn,11229,Other
2507,House for sale,900000,3,2.0,1248.0,New York,Richmond County,40.59817,-74.07327,Staten Island,10305,Robert DeFalco Realty
2508,Multi-family home for sale,1235000,8,5.0,2538.0,New York,Queens County,40.656597,-73.745834,Other,11422,eXp Realty
2509,Co-op for sale,3295000,2,2.0,2184.2078,New York County,New York,40.785297,-73.95716,Manhattan,10128,Brown Harris Stevens
2510,Co-op for sale,595000,2,1.0,2184.2078,New York County,New York,40.795517,-73.97459,Manhattan,10025,Elegran Real Estate And Development
2511,Condo for sale,269000,3,1.0,485.0,Kings County,Brooklyn,40.590145,-73.94999,Brooklyn,11235,Other
2512,Townhouse for sale,548000,2,2.0,1354.0,New York,Richmond County,40.56461,-74.18453,Staten Island,10312,Other
2513,Co-op for sale,6995000,4,4.0,2184.2078,New York County,New York,40.781673,-73.96003,Manhattan,10028,Corcoran
2514,Co-op for sale,1150000,2,1.0,900.0,Kings County,Brooklyn,40.673756,-73.98036,Brooklyn,11215,COMPASS
2515,Condo for sale,799000,5,2.0,1500.0,Kings County,Brooklyn,40.64094,-73.99535,Brooklyn,11219,RE/MAX
2516,Condo for sale,2110000,2,2.0,1326.0,New York County,New York,40.73679,-73.97993,Manhattan,10010,COMPASS
2517,Townhouse for sale,4200000,5,4.0,4480.0,New York,New York County,40.788437,-73.97319,Manhattan,10024,Brown Harris Stevens
2518,Multi-family home for sale,450000,4,2.0,2184.2078,New York,Queens County,40.706562,-73.783554,Queens,11433,Keller Williams
2519,Co-op for sale,385000,1,1.0,779.0,Kings County,Brooklyn,40.583458,-73.95227,Brooklyn,11235,Other
2520,House for sale,649999,4,1.0,2184.2078,New York,Queens County,40.693684,-73.74956,Other,11412,Real Broker NY LLC
2521,Condo for sale,539000,2,1.0,708.0,Kings County,Brooklyn,40.633545,-74.02664,Brooklyn,11209,Other
2522,House for sale,1525000,3,2.0,1650.0,New York,Kings County,40.624218,-74.00889,Brooklyn,11228,RE/MAX
2523,Multi-family home for sale,2100000,6,2.0,2720.0,New York,Kings County,40.63669,-73.998405,Brooklyn,11219,RE/MAX
2524,House for sale,625000,3,2.0,1944.0,New York,Bronx County,40.821655,-73.84657,Bronx,10473,BESMATCH REAL ESTATE
2525,House for sale,728888,4,3.0,1379.0,New York,Queens County,40.676716,-73.74928,Other,11413,Chase Global Realty Corp
2526,Co-op for sale,739000,2,1.0,2184.2078,New York County,New York,40.774162,-73.946724,Manhattan,10028,Other
2527,Multi-family home for sale,1290000,3,2.0,2184.2078,New York,Queens County,40.7554,-73.79244,Queens,11358,East Coast REALTORS Inc
2528,Multi-family home for sale,675000,3,2.0,1750.0,New York,Bronx County,40.82666,-73.824844,Bronx,10465,eXp Realty
2529,House for sale,550000,3,2.0,1221.0,New York,Queens County,40.653786,-73.828606,Other,11414,Other
2530,House for sale,1099999,3,1.0,1100.0,New York,Queens County,40.770996,-73.89503,Other,11370,Serhant
2531,Multi-family home for sale,906300,8,4.0,3116.0,New York,Kings County,40.6685,-73.88103,Brooklyn,11208,REALHome Services & Solutions
2532,Co-op for sale,5900000,3,4.0,3000.0,New York County,New York,40.747208,-74.001335,Manhattan,10011,Corcoran
